,gsis_id,player_id,team,name_fixed,position,years_pro,height,weight,start_time,week,day_of_week,season_year,season_type,home_team,away_team,home_score,away_score,fantasy_score,fumbles_rec_tds,fumbles_lost,passing_int,passing_yds,passing_tds,passing_twoptm,receiving_rec,receiving_tds,receiving_twoptm,receiving_yds,rushing_yds,rushing_tds,rushing_twoptm,kicking_rec_tds,puntret_tds,receiving_tar,rushing_att,passing_att,forecast,home,Year,Week,team_id,city,name,temp,desc,desc_simple,prev_score,avg3_score,avg5_score,avg3_tar,avg5_tar,avg3_rush_att,avg5_rush_att,prev_tar,prev_rush_att,prev_pass_att,avg3_pass_att,avg5_pass_att
12921,2017090700,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-09-08 00:30:00,1,Thursday,2017,Regular,NE,KC,27,42,10.3,0,0,0,0,0,0,3,0,0,88,0,0,0,0,0,7,0,0,62f Clear,Patriots,2017.0,1.0,NE,New England,Patriots,62.0,Clear,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12925,2017091705,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,NO,NE,20,36,5.300000000000002,0,0,0,0,0,0,2,0,0,37,6,0,0,0,0,4,2,0,DOME,Saints,2017.0,2.0,NO,New Orleans,Saints,65.0,DOME,Good,10.3,,,,,,,7.0,0.0,0.0,,
12929,2017092407,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,NE,HOU,36,33,29.6,0,0,0,0,0,0,5,2,1,131,0,0,0,0,0,7,0,0,84f Clear,Patriots,2017.0,3.0,NE,New England,Patriots,84.0,Clear,Good,5.300000000000002,,,,,,,4.0,2.0,0.0,,
12933,2017100107,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-10-01 17:00:00,4,Sunday,2017,Regular,NE,CAR,30,33,5.700000000000001,0,0,0,0,0,0,3,0,0,38,4,0,0,0,0,6,1,0,61f Clear,Patriots,2017.0,4.0,NE,New England,Patriots,61.0,Clear,Good,29.600000000000005,15.066666666666668,,6.0,,0.6666666666666666,,7.0,0.0,0.0,0.0,
12936,2017100500,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-10-06 00:25:00,5,Thursday,2017,Regular,TB,NE,14,19,11.0,0,0,0,0,0,0,5,0,0,85,0,0,0,0,0,8,0,0,77f Partly Cloudy,Buccaneers,2017.0,5.0,TB,Tampa Bay,Buccaneers,77.0,Partly Cloudy,Good,5.700000000000002,13.533333333333335,,5.666666666666668,,1.0,,6.0,1.0,0.0,0.0,
12939,2017101505,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,NYJ,NE,17,24,12.3,0,0,0,0,0,0,6,0,0,93,0,0,0,0,0,9,0,0,71f Mostly Cloudy,Jets,2017.0,6.0,NYJ,New York,Jets,71.0,Mostly Cloudy,Good,11.000000000000002,15.433333333333335,12.38,7.0,6.4,0.3333333333333333,0.6,8.0,0.0,0.0,0.0,0.0
12943,2017102212,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-10-23 00:30:00,7,Sunday,2017,Regular,NE,ATL,23,7,14.5,0,0,0,0,0,0,4,1,0,65,0,0,0,0,0,5,0,0,56f Partly Cloudy,Patriots,2017.0,7.0,NE,New England,Patriots,56.0,Partly Cloudy,Good,12.300000000000004,9.66666666666667,12.78,7.666666666666668,6.8,0.3333333333333333,0.6,9.0,0.0,0.0,0.0,0.0
12947,2017102903,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-10-29 17:00:00,8,Sunday,2017,Regular,NE,UNK,21,13,5.1,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0,8,0,0,61f Light Rain,Patriots,2017.0,8.0,NE,New England,Patriots,61.0,Light Rain,Wet,14.500000000000005,12.6,14.62,7.333333333333332,7.0,0.0,0.2,5.0,0.0,0.0,0.0,0.0
12954,2017111211,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-11-13 01:30:00,10,Sunday,2017,Regular,DEN,NE,16,41,10.4,0,0,0,0,0,0,6,0,0,74,0,0,0,0,0,11,0,0,48f Clear,Broncos,2017.0,10.0,DEN,Denver,Broncos,48.0,Clear,Good,5.100000000000001,10.633333333333336,9.72,7.333333333333332,7.2,0.0,0.2,8.0,0.0,0.0,0.0,0.0
12957,2017111909,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-11-19 21:25:00,11,Sunday,2017,Regular,OAK,NE,8,33,23.9,0,0,0,0,0,0,6,1,0,149,0,0,0,0,0,9,0,0,64f Mostly Cloudy,Raiders,2017.0,11.0,OAK,Oakland,Raiders,64.0,Mostly Cloudy,Good,10.400000000000002,10.000000000000002,10.66,8.0,8.2,0.0,0.0,11.0,0.0,0.0,0.0,0.0
12959,2017112604,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-11-26 18:00:00,12,Sunday,2017,Regular,NE,MIA,35,17,18.4,0,0,0,0,0,0,6,1,0,83,11,0,0,0,0,7,1,0,46f Partly Cloudy,Patriots,2017.0,12.0,NE,New England,Patriots,46.0,Partly Cloudy,Good,23.9,13.133333333333335,13.239999999999998,9.333333333333334,8.4,0.0,0.0,9.0,0.0,0.0,0.0,0.0
12962,2017120302,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,BUF,NE,3,23,3.2,0,0,0,0,0,0,2,0,0,17,5,0,0,0,0,3,1,0,46f Clear,Bills,2017.0,13.0,BUF,Buffalo,Bills,46.0,Clear,Good,18.4,17.56666666666667,14.46,9.0,8.0,0.3333333333333333,0.2,7.0,1.0,0.0,0.0,0.0
12965,2017121100,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-12-12 01:30:00,14,Monday,2017,Regular,MIA,NE,27,20,4.300000000000002,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,7,0,0,56f Clear,Dolphins,2017.0,14.0,MIA,Miami,Dolphins,56.0,Clear,Good,3.199999999999996,15.166666666666671,12.2,6.333333333333332,7.6,0.6666666666666666,0.4,3.0,1.0,0.0,0.0,0.0
12968,2017121709,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-12-17 21:25:00,15,Sunday,2017,Regular,PIT,NE,24,27,14.0,0,0,0,0,0,0,4,1,0,60,0,0,0,0,0,7,0,0,40f Rain,Steelers,2017.0,15.0,PIT,Pittsburgh,Steelers,40.0,Rain,Wet,4.299999999999996,8.633333333333338,12.04,5.666666666666668,7.4,0.6666666666666666,0.4,7.0,0.0,0.0,0.0,0.0
12971,2017122404,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-12-24 18:00:00,16,Sunday,2017,Regular,NE,BUF,37,16,3.5000000000000004,0,0,0,0,0,0,2,0,0,19,6,0,0,0,0,5,1,0,34f Clear,Patriots,2017.0,16.0,NE,New England,Patriots,34.0,Clear,Good,13.999999999999995,7.166666666666671,12.759999999999998,5.666666666666668,6.6,0.3333333333333333,0.4,7.0,0.0,0.0,0.0,0.0
12974,2017123106,00-0031236,NE,B.Cooks,WR,5.0,70.0,189.0,2017-12-31 18:00:00,17,Sunday,2017,Regular,NE,NYJ,26,6,17.2,0,0,0,0,0,0,5,1,0,79,8,0,0,0,0,11,3,0,11f Clear,Patriots,2017.0,17.0,NE,New England,Patriots,11.0,Clear,Good,3.4999999999999964,7.26666666666667,8.68,6.333333333333332,5.8,0.3333333333333333,0.6,5.0,1.0,0.0,0.0,0.0
18830,2017091003,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-09-10 17:00:00,1,Sunday,2017,Regular,CLE,PIT,18,21,16.72,0,0,1,263,2,0,0,0,0,0,-8,0,0,0,0,0,3,36,65f Clear,Browns,2017.0,1.0,CLE,Cleveland,Browns,65.0,Clear,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18838,2017091706,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,PIT,MIN,26,9,17.52,0,0,0,243,2,0,0,0,0,0,-2,0,0,0,0,0,2,35,78f Clear,Steelers,2017.0,2.0,PIT,Pittsburgh,Steelers,78.0,Clear,Good,16.72,,,,,,,0.0,3.0,36.0,,
18846,2017092403,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,CHI,PIT,23,17,12.0,0,1,0,235,1,0,0,0,0,0,6,0,0,0,0,0,1,39,87f Clear,Bears,2017.0,3.0,CHI,Chicago,Bears,87.0,Clear,Good,17.519999999999996,,,,,,,0.0,2.0,35.0,,
18852,2017100102,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-10-01 17:00:00,4,Sunday,2017,Regular,BAL,PIT,9,26,11.54,0,0,1,216,1,0,0,0,0,0,-1,0,0,0,0,0,1,30,64f Clear,Ravens,2017.0,4.0,BAL,Baltimore,Ravens,64.0,Clear,Good,11.999999999999995,15.413333333333332,,0.0,,2.0,,0.0,1.0,39.0,36.66666666666666,
18858,2017100807,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-10-08 17:00:00,5,Sunday,2017,Regular,PIT,JAX,9,30,7.58,0,0,5,312,0,0,0,0,0,0,1,0,0,0,0,0,1,55,71f Mostly Cloudy,Steelers,2017.0,5.0,PIT,Pittsburgh,Steelers,71.0,Mostly Cloudy,Good,11.54,13.686666666666666,,0.0,,1.3333333333333333,,0.0,1.0,30.0,34.666666666666664,
18866,2017101509,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-10-15 20:25:00,6,Sunday,2017,Regular,KC,PIT,13,19,12.88,0,0,1,252,1,0,0,0,0,0,-2,0,0,0,0,0,2,25,60f Clear,Chiefs,2017.0,6.0,KC,Kansas City,Chiefs,60.0,Clear,Good,7.5799999999999965,10.373333333333333,13.072000000000001,0.0,0.0,1.0,1.6,0.0,1.0,55.0,41.333333333333336,39.0
18873,2017102208,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-10-22 20:25:00,7,Sunday,2017,Regular,PIT,CIN,29,14,16.66,0,0,0,224,2,0,0,0,0,0,-3,0,0,0,0,0,3,24,73f Clear,Steelers,2017.0,7.0,PIT,Pittsburgh,Steelers,73.0,Clear,Good,12.879999999999995,10.666666666666664,12.303999999999998,0.0,0.0,1.3333333333333333,1.4,0.0,2.0,25.0,36.66666666666666,36.8
18880,2017102910,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-10-30 00:30:00,8,Sunday,2017,Regular,DET,PIT,15,20,15.48,0,0,1,317,1,0,0,0,0,0,-2,0,0,0,0,0,3,31,DOME,Lions,2017.0,8.0,DET,Detroit,Lions,65.0,DOME,Good,16.659999999999997,12.373333333333333,12.132,0.0,0.0,2.0,1.6,0.0,3.0,24.0,34.666666666666664,34.6
18897,2017111203,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-11-12 18:00:00,10,Sunday,2017,Regular,IND,PIT,17,20,18.94,0,0,1,236,2,1,0,0,0,0,5,0,0,0,0,0,2,31,DOME,Colts,2017.0,10.0,IND,Indianapolis,Colts,65.0,DOME,Good,15.48,15.006666666666666,12.828,0.0,0.0,2.6666666666666665,2.0,0.0,3.0,31.0,26.66666666666667,33.0
18903,2017111600,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-11-17 01:25:00,11,Thursday,2017,Regular,PIT,TEN,40,17,29.28,0,0,0,307,4,0,0,0,0,0,10,0,0,0,0,0,1,46,37f Mostly Cloudy,Steelers,2017.0,11.0,PIT,Pittsburgh,Steelers,37.0,Mostly Cloudy,Good,18.94,17.026666666666664,14.307999999999998,0.0,0.0,2.6666666666666665,2.2,0.0,2.0,31.0,28.66666666666667,33.2
18909,2017112611,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-11-27 01:30:00,12,Sunday,2017,Regular,PIT,GB,31,28,32.54,0,0,2,351,4,1,0,0,0,0,25,0,0,0,0,0,3,45,36f Clear,Steelers,2017.0,12.0,PIT,Pittsburgh,Steelers,36.0,Clear,Good,29.28,21.233333333333327,18.648,0.0,0.0,2.0,2.2,0.0,1.0,46.0,36.0,31.4
18917,2017120400,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-12-05 01:30:00,13,Monday,2017,Regular,CIN,PIT,20,23,19.0,0,0,1,290,2,0,0,0,0,0,4,0,0,0,0,0,1,40,60f Partly Cloudy,Bengals,2017.0,13.0,CIN,Cincinnati,Bengals,60.0,Partly Cloudy,Good,32.54,26.91999999999999,22.58,0.0,0.0,2.0,2.4,0.0,3.0,45.0,40.66666666666666,35.4
18926,2017121013,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-12-11 01:30:00,14,Sunday,2017,Regular,PIT,BAL,39,38,28.74,0,0,0,506,2,0,0,0,0,0,5,0,0,0,0,0,1,66,30f Mostly Cloudy,Steelers,2017.0,14.0,PIT,Pittsburgh,Steelers,30.0,Mostly Cloudy,Good,19.0,26.939999999999994,23.048,0.0,0.0,1.6666666666666667,2.0,0.0,1.0,40.0,43.66666666666666,38.6
18935,2017121709,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-12-17 21:25:00,15,Sunday,2017,Regular,PIT,NE,24,27,19.24,0,0,1,281,2,0,0,0,0,0,10,0,0,0,0,0,3,30,40f Rain,Steelers,2017.0,15.0,PIT,Pittsburgh,Steelers,40.0,Rain,Wet,28.74,26.75999999999999,25.70000000000001,0.0,0.0,1.6666666666666667,1.6,0.0,1.0,66.0,50.33333333333334,45.6
18943,2017122500,00-0022924,PIT,B.Roethlisberger,QB,15.0,77.0,240.0,2017-12-25 21:30:00,16,Monday,2017,Regular,HOU,PIT,6,34,16.939999999999998,0,0,0,226,2,0,0,0,0,0,-1,0,0,0,0,0,1,29,51f Mostly Cloudy,Texans,2017.0,16.0,HOU,Houston,Texans,51.0,Mostly Cloudy,Good,19.24,22.326666666666664,25.76000000000001,0.0,0.0,1.6666666666666667,1.8,0.0,3.0,30.0,45.33333333333334,45.4
20255,2017091002,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-09-10 17:00:00,1,Sunday,2017,Regular,CIN,BAL,0,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69f Clear,Bengals,2017.0,1.0,CIN,Cincinnati,Bengals,69.0,Clear,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20262,2017091700,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,BAL,CLE,24,10,13.1,0,0,0,0,0,0,8,0,0,91,0,0,0,0,0,8,0,0,78f Mostly Cloudy,Ravens,2017.0,2.0,BAL,Baltimore,Ravens,78.0,Mostly Cloudy,Good,0.0,,,,,,,1.0,0.0,0.0,,
20270,2017092400,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-09-25 01:30:00,3,Sunday,2017,Regular,JAX,BAL,44,7,8.7,0,0,0,0,0,0,3,1,0,12,0,0,0,0,0,3,0,0,70f Partly Cloudy,Jaguars,2017.0,3.0,JAX,Jacksonville,Jaguars,70.0,Partly Cloudy,Good,13.1,,,,,,,8.0,0.0,0.0,,
20278,2017100102,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-10-01 17:00:00,4,Sunday,2017,Regular,BAL,PIT,9,26,6.8,0,0,0,0,0,0,5,0,0,43,0,0,0,0,0,6,0,0,64f Clear,Ravens,2017.0,4.0,BAL,Baltimore,Ravens,64.0,Clear,Good,8.699999999999998,7.266666666666667,,4.0,,0.0,,3.0,0.0,0.0,0.0,
20285,2017100809,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-10-08 20:05:00,5,Sunday,2017,Regular,OAK,BAL,17,30,1.2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,75f Clear,Raiders,2017.0,5.0,OAK,Oakland,Raiders,75.0,Clear,Good,6.799999999999998,9.533333333333333,,5.666666666666668,,0.0,,6.0,0.0,0.0,0.0,
20291,2017101501,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,BAL,CHI,24,27,5.800000000000002,0,0,0,0,0,0,6,0,0,28,0,0,0,0,0,8,0,0,68f Mostly Cloudy,Ravens,2017.0,6.0,BAL,Baltimore,Ravens,68.0,Mostly Cloudy,Good,1.1999999999999975,5.5666666666666655,5.959999999999999,4.333333333333333,4.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0
20298,2017102207,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-10-22 17:00:00,7,Sunday,2017,Regular,MIN,BAL,24,16,6.300000000000002,0,0,0,0,0,0,5,0,0,38,0,0,0,0,0,5,0,0,DOME,Vikings,2017.0,7.0,MIN,Minnesota,Vikings,65.0,DOME,Good,5.799999999999998,4.599999999999999,7.119999999999999,6.0,5.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0
20304,2017102600,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-10-27 00:25:00,8,Thursday,2017,Regular,BAL,MIA,40,0,7.6,0,0,0,0,0,0,2,1,0,6,0,0,0,0,0,4,0,0,48f Clear,Ravens,2017.0,8.0,BAL,Baltimore,Ravens,48.0,Clear,Good,6.299999999999998,4.433333333333334,5.759999999999998,5.666666666666668,5.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0
20312,2017110506,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-11-05 18:00:00,9,Sunday,2017,Regular,TEN,BAL,23,20,7.6,0,0,0,0,0,0,7,0,0,41,0,0,0,0,0,10,0,0,75f Mostly Cloudy,Titans,2017.0,9.0,TEN,Tennessee,Titans,75.0,Mostly Cloudy,Good,7.599999999999996,6.566666666666666,5.539999999999997,5.666666666666668,5.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0
20322,2017111902,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-11-19 18:00:00,11,Sunday,2017,Regular,GB,BAL,0,23,3.8,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,1,0,0,26f Partly Cloudy,Packers,2017.0,11.0,GB,Green Bay,Packers,26.0,Partly Cloudy,Good,7.599999999999996,7.166666666666668,5.6999999999999975,6.333333333333332,6.2,0.0,0.0,10.0,0.0,0.0,0.0,0.0
20330,2017112700,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-11-28 01:30:00,12,Monday,2017,Regular,BAL,HOU,23,16,4.4,0,0,0,0,0,0,3,0,0,29,0,0,0,0,0,3,0,0,44f Clear,Ravens,2017.0,12.0,BAL,Baltimore,Ravens,44.0,Clear,Good,3.799999999999996,6.333333333333332,6.219999999999998,5.0,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20338,2017120301,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,BAL,DET,44,20,9.9,0,0,0,0,0,0,3,1,0,24,0,0,0,0,0,5,0,0,51f Clear,Ravens,2017.0,13.0,BAL,Baltimore,Ravens,51.0,Clear,Good,4.399999999999995,5.266666666666667,5.939999999999999,4.666666666666667,4.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0
20346,2017121013,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-12-11 01:30:00,14,Sunday,2017,Regular,PIT,BAL,39,38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30f Mostly Cloudy,Steelers,2017.0,14.0,PIT,Pittsburgh,Steelers,30.0,Mostly Cloudy,Good,9.899999999999997,6.033333333333332,6.659999999999998,3.0,4.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0
20352,2017121702,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-12-17 18:00:00,15,Sunday,2017,Regular,CLE,BAL,10,27,15.4,0,0,0,0,0,0,4,1,0,74,0,0,0,0,0,4,0,0,34f Clear,Browns,2017.0,15.0,CLE,Cleveland,Browns,34.0,Clear,Good,0.0,4.766666666666667,5.139999999999999,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20359,2017122300,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-12-23 21:30:00,16,Saturday,2017,Regular,BAL,IND,23,16,6.5,0,0,0,0,0,0,5,0,0,40,0,0,0,0,0,6,0,0,61f Drizzle,Ravens,2017.0,16.0,BAL,Baltimore,Ravens,61.0,Drizzle,Wet,15.399999999999995,8.433333333333332,6.6999999999999975,3.333333333333333,2.8,0.0,0.0,4.0,0.0,0.0,0.0,0.0
20366,2017123101,00-0022943,BAL,B.Watson,TE,15.0,75.0,255.0,2017-12-31 21:25:00,17,Sunday,2017,Regular,BAL,CIN,27,31,9.6,0,0,0,0,0,0,7,0,0,61,0,0,0,0,0,10,0,0,18f Mostly Cloudy,Ravens,2017.0,17.0,BAL,Baltimore,Ravens,18.0,Mostly Cloudy,Good,6.499999999999996,7.3,7.239999999999998,3.6666666666666665,3.8,0.0,0.0,6.0,0.0,0.0,0.0,0.0
21872,2017091101,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-09-12 02:20:00,1,Monday,2017,Regular,DEN,UNK,24,21,9.3,0,0,0,0,0,0,1,0,0,7,81,0,0,0,0,3,20,0,73f Partly Cloudy,Broncos,2017.0,1.0,DEN,Denver,Broncos,73.0,Partly Cloudy,Good,0.0,,,,,,,0.0,0.0,0.0,,
21880,2017091710,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-09-17 20:25:00,2,Sunday,2017,Regular,DEN,DAL,42,17,28.9,0,0,0,0,0,0,3,1,0,36,118,1,0,0,0,3,25,0,69f Partly Cloudy,Broncos,2017.0,2.0,DEN,Denver,Broncos,69.0,Partly Cloudy,Good,0.0,3.1,,1.0,,6.666666666666668,,0.0,0.0,0.0,0.0,
21888,2017092401,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,BUF,DEN,26,16,5.300000000000002,0,0,0,0,0,0,2,0,0,7,36,0,0,0,0,2,8,0,84f Clear,Bills,2017.0,3.0,BUF,Buffalo,Bills,84.0,Clear,Good,0.0,9.633333333333336,7.6400000000000015,1.0,1.2,8.333333333333334,9.0,0.0,0.0,0.0,0.0,0.0
21894,2017100112,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-10-01 20:25:00,4,Sunday,2017,Regular,DEN,OAK,16,10,13.2,0,0,0,0,0,0,4,0,0,17,95,0,0,0,0,4,20,0,70f Possible Drizzle,Broncos,2017.0,4.0,DEN,Denver,Broncos,70.0,Possible Drizzle,Wet,5.300000000000002,11.4,8.7,1.6666666666666667,1.6,11.0,10.6,2.0,8.0,0.0,0.0,0.0
21907,2017101511,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-10-16 00:30:00,6,Sunday,2017,Regular,DEN,NYG,10,23,1.7000000000000002,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,9,0,53f Clear,Broncos,2017.0,6.0,DEN,Denver,Broncos,53.0,Clear,Good,13.2,6.166666666666669,9.48,2.0,1.8,9.333333333333334,10.6,4.0,20.0,0.0,0.0,0.0
21913,2017102210,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-10-22 20:25:00,7,Sunday,2017,Regular,UNK,DEN,21,0,6.6000000000000005,0,0,0,0,0,0,1,0,0,17,44,0,0,0,0,2,10,0,,,,,,,,,,,1.6999999999999993,6.733333333333335,9.820000000000002,2.0,1.8,12.333333333333336,12.4,0.0,9.0,0.0,0.0,0.0
21922,2017103000,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-10-31 00:30:00,8,Monday,2017,Regular,KC,DEN,29,19,9.0,0,0,0,0,0,0,1,0,0,7,78,0,0,0,0,1,15,0,41f Clear,Chiefs,2017.0,8.0,KC,Kansas City,Chiefs,41.0,Clear,Good,6.6000000000000005,7.166666666666669,5.360000000000002,2.0,1.6,13.0,9.4,2.0,10.0,0.0,0.0,0.0
21929,2017110505,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-11-05 18:00:00,9,Sunday,2017,Regular,PHI,DEN,51,23,1.3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,9,0,62f Overcast,Eagles,2017.0,9.0,PHI,Philadelphia,Eagles,62.0,Overcast,Good,9.0,5.766666666666668,7.160000000000003,1.0,1.8,11.333333333333336,12.4,1.0,15.0,0.0,0.0,0.0
21937,2017111211,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-11-13 01:30:00,10,Sunday,2017,Regular,DEN,NE,16,41,6.0,0,0,0,0,0,0,1,0,0,1,54,0,0,0,0,1,10,0,48f Clear,Broncos,2017.0,10.0,DEN,Denver,Broncos,48.0,Clear,Good,1.3000000000000007,5.633333333333336,6.360000000000001,1.3333333333333333,1.6,11.333333333333336,12.6,1.0,9.0,0.0,0.0,0.0
21943,2017111908,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-11-19 21:25:00,11,Sunday,2017,Regular,DEN,CIN,17,20,10.6,0,1,0,0,0,0,2,0,0,19,37,1,0,0,0,3,13,0,59f Clear,Broncos,2017.0,11.0,DEN,Denver,Broncos,59.0,Clear,Good,6.000000000000001,5.433333333333336,4.920000000000003,1.0,1.0,11.333333333333336,10.6,1.0,10.0,0.0,0.0,0.0
21951,2017112610,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-11-26 21:25:00,12,Sunday,2017,Regular,OAK,DEN,21,14,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,61f Partly Cloudy,Raiders,2017.0,12.0,OAK,Oakland,Raiders,61.0,Partly Cloudy,Good,10.6,5.966666666666669,6.700000000000001,1.6666666666666667,1.6,10.666666666666666,11.4,3.0,13.0,0.0,0.0,0.0
21958,2017120306,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,MIA,DEN,35,9,13.0,0,0,0,0,0,0,4,0,0,43,67,0,0,0,0,7,15,0,80f Clear,Dolphins,2017.0,13.0,MIA,Miami,Dolphins,80.0,Clear,Good,1.200000000000001,5.933333333333335,5.620000000000003,1.3333333333333333,1.2,9.333333333333334,10.4,0.0,5.0,0.0,0.0,0.0
21964,2017121009,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-12-10 21:05:00,14,Sunday,2017,Regular,DEN,NYJ,23,0,8.3,0,0,0,0,0,0,2,0,0,25,48,0,0,0,0,2,22,0,58f Clear,Broncos,2017.0,14.0,DEN,Denver,Broncos,58.0,Clear,Good,13.0,8.266666666666667,6.420000000000003,3.333333333333333,2.4,11.0,10.4,7.0,15.0,0.0,0.0,0.0
21969,2017121400,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-12-15 01:25:00,15,Thursday,2017,Regular,IND,DEN,13,25,15.8,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,1,30,0,DOME,Colts,2017.0,15.0,IND,Indianapolis,Colts,65.0,DOME,Good,8.3,7.500000000000003,7.820000000000002,3.0,2.6,14.0,13.0,2.0,22.0,0.0,0.0,0.0
