,gsis_id,player_id,team,name_fixed,position,years_pro,height,weight,start_time,week,day_of_week,season_year,season_type,home_team,away_team,home_score,away_score,fantasy_score,fumbles_rec_tds,fumbles_lost,passing_int,passing_yds,passing_tds,passing_twoptm,receiving_rec,receiving_tds,receiving_twoptm,receiving_yds,rushing_yds,rushing_tds,rushing_twoptm,kicking_rec_tds,puntret_tds,receiving_tar,rushing_att,passing_att,forecast,home,Year,Week,team_id,city,name,temp,desc,desc_simple,prev_score,avg3_score,avg5_score,avg3_tar,avg5_tar,avg3_rush_att,avg5_rush_att,prev_tar,prev_rush_att,prev_pass_att,avg3_pass_att,avg5_pass_att
21975,2017122408,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-12-24 18:00:00,16,Sunday,2017,Regular,WAS,DEN,27,11,24.8,0,0,0,0,0,0,7,0,1,45,88,1,0,0,0,9,16,0,41f Partly Cloudy,Redskins,2017.0,16.0,WAS,Washington,Redskins,41.0,Partly Cloudy,Good,15.8,12.366666666666667,9.78,3.333333333333333,2.6,22.33333333333333,17.0,1.0,30.0,0.0,0.0,0.0
21982,2017123112,00-0029854,DEN,C.Anderson,RB,6.0,68.0,224.0,2017-12-31 21:25:00,17,Sunday,2017,Regular,DEN,KC,24,27,6.1000000000000005,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,1,18,0,16f Mostly Cloudy,Broncos,2017.0,17.0,DEN,Denver,Broncos,16.0,Mostly Cloudy,Good,24.8,16.3,12.62,4.0,3.8,22.66666666666667,17.6,9.0,16.0,0.0,0.0,0.0
23644,2017091000,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-09-10 17:00:00,1,Sunday,2017,Regular,BUF,NYJ,21,12,13.3,0,0,0,0,0,0,4,1,0,53,0,0,0,0,0,9,0,0,61f Partly Cloudy,Bills,2017.0,1.0,BUF,Buffalo,Bills,61.0,Partly Cloudy,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23650,2017091701,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,CAR,BUF,9,3,3.8,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,3,0,0,81f Partly Cloudy,Panthers,2017.0,2.0,CAR,Carolina,Panthers,81.0,Partly Cloudy,Good,13.3,,,,,,,9.0,0.0,0.0,,
23656,2017092401,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,BUF,DEN,26,16,12.9,0,0,0,0,0,0,6,1,0,39,0,0,0,0,0,6,0,0,84f Clear,Bills,2017.0,3.0,BUF,Buffalo,Bills,84.0,Clear,Good,3.8000000000000007,,,,,,,3.0,0.0,0.0,,
23663,2017100101,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-10-01 17:00:00,4,Sunday,2017,Regular,ATL,BUF,17,23,13.7,0,0,0,0,0,0,5,0,0,112,0,0,0,0,0,7,0,0,DOME,Falcons,2017.0,4.0,ATL,Atlanta,Falcons,65.0,DOME,Good,12.900000000000002,10.0,,6.0,,0.0,,6.0,0.0,0.0,0.0,
23668,2017100800,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-10-08 17:00:00,5,Sunday,2017,Regular,CIN,BUF,20,16,4.1,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,3,0,0,63f Rain,Bengals,2017.0,5.0,CIN,Cincinnati,Bengals,63.0,Rain,Wet,13.7,10.133333333333336,,5.333333333333333,,0.0,,7.0,0.0,0.0,0.0,
23695,2017111200,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-11-12 18:00:00,10,Sunday,2017,Regular,BUF,NO,10,47,2.3,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,3,0,0,37f Mostly Cloudy,Bills,2017.0,10.0,BUF,Buffalo,Bills,37.0,Mostly Cloudy,Good,4.1,10.233333333333333,9.56,5.333333333333333,5.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0
23702,2017111907,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-11-19 21:05:00,11,Sunday,2017,Regular,UNK,BUF,54,24,4.2,0,0,0,0,0,0,3,0,0,27,0,0,0,0,0,4,0,0,,,,,,,,,,,2.3,6.7,7.3599999999999985,4.333333333333333,4.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0
23708,2017112603,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-11-26 18:00:00,12,Sunday,2017,Regular,KC,BUF,10,16,8.0,0,0,0,0,0,0,4,0,0,60,0,0,0,0,0,4,0,0,58f Clear,Chiefs,2017.0,12.0,KC,Kansas City,Chiefs,58.0,Clear,Good,4.2,3.533333333333333,7.44,3.333333333333333,4.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0
23713,2017120302,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,BUF,NE,3,23,3.5,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,3,0,0,46f Clear,Bills,2017.0,13.0,BUF,Buffalo,Bills,46.0,Clear,Good,7.999999999999999,4.833333333333334,6.460000000000001,3.6666666666666665,4.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0
23719,2017121000,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-12-10 18:00:00,14,Sunday,2017,Regular,BUF,IND,13,7,2.1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,5,0,0,26f Flurries,Bills,2017.0,14.0,BUF,Buffalo,Bills,26.0,Flurries,Snowy,3.5,5.233333333333333,4.42,3.6666666666666665,3.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0
23725,2017121700,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-12-17 18:00:00,15,Sunday,2017,Regular,BUF,MIA,24,16,9.3,0,0,0,0,0,0,5,0,0,68,0,0,0,0,0,9,0,0,25f Overcast,Bills,2017.0,15.0,BUF,Buffalo,Bills,25.0,Overcast,Good,2.1,4.533333333333334,4.0200000000000005,4.0,3.8,0.0,0.0,5.0,0.0,0.0,0.0,0.0
23730,2017122404,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-12-24 18:00:00,16,Sunday,2017,Regular,NE,BUF,37,16,5.7,0,0,0,0,0,0,4,0,0,37,0,0,0,0,0,10,0,0,34f Clear,Patriots,2017.0,16.0,NE,New England,Patriots,34.0,Clear,Good,9.3,4.966666666666668,5.42,5.666666666666668,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
23735,2017123104,00-0028112,BUF,C.Clay,TE,8.0,75.0,255.0,2017-12-31 21:25:00,17,Sunday,2017,Regular,MIA,BUF,16,22,9.4,0,0,0,0,0,0,6,0,0,64,0,0,0,0,0,8,0,0,71f Clear,Dolphins,2017.0,17.0,MIA,Miami,Dolphins,71.0,Clear,Good,5.699999999999998,5.7,5.7200000000000015,8.0,6.2,0.0,0.0,10.0,0.0,0.0,0.0,0.0
26392,2017090700,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-09-08 00:30:00,1,Thursday,2017,Regular,NE,KC,27,42,3.0,0,0,0,0,0,0,1,0,0,8,17,0,0,0,0,5,3,0,62f Clear,Patriots,2017.0,1.0,NE,New England,Patriots,62.0,Clear,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26396,2017091705,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,NO,NE,20,36,16.3,0,0,0,0,0,0,5,1,0,78,0,0,0,0,0,6,0,0,DOME,Saints,2017.0,2.0,NO,New Orleans,Saints,65.0,DOME,Good,3.0,,,,,,,5.0,3.0,0.0,,
26399,2017092407,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,NE,HOU,36,33,20.8,0,0,0,0,0,0,4,2,0,68,0,0,0,0,0,6,0,0,84f Clear,Patriots,2017.0,3.0,NE,New England,Patriots,84.0,Clear,Good,16.3,,,,,,,6.0,0.0,0.0,,
26402,2017100107,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-10-01 17:00:00,4,Sunday,2017,Regular,NE,CAR,30,33,14.5,0,0,0,0,0,0,5,1,0,60,0,0,0,0,0,9,0,0,61f Clear,Patriots,2017.0,4.0,NE,New England,Patriots,61.0,Clear,Good,20.8,13.366666666666667,,5.666666666666668,,1.0,,6.0,0.0,0.0,0.0,
26407,2017100500,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-10-06 00:25:00,5,Thursday,2017,Regular,TB,NE,14,19,17.4,0,0,0,0,0,0,8,1,0,74,0,0,0,0,0,11,0,0,77f Partly Cloudy,Buccaneers,2017.0,5.0,TB,Tampa Bay,Buccaneers,77.0,Partly Cloudy,Good,14.499999999999995,17.2,,7.0,,0.0,,9.0,0.0,0.0,0.0,
26412,2017101505,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,NYJ,NE,17,24,2.4000000000000004,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,4,0,0,71f Mostly Cloudy,Jets,2017.0,6.0,NYJ,New York,Jets,71.0,Mostly Cloudy,Good,17.399999999999995,17.566666666666666,14.4,8.666666666666666,7.4,0.0,0.6,11.0,0.0,0.0,0.0,0.0
26417,2017102212,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-10-23 00:30:00,7,Sunday,2017,Regular,NE,ATL,23,7,9.1,0,0,0,0,0,0,4,0,0,71,0,0,0,0,0,6,0,0,56f Partly Cloudy,Patriots,2017.0,7.0,NE,New England,Patriots,56.0,Partly Cloudy,Good,2.3999999999999986,11.433333333333332,14.28,8.0,7.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0
26420,2017102903,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-10-29 17:00:00,8,Sunday,2017,Regular,NE,UNK,21,13,8.5,0,0,0,0,0,0,5,0,0,60,0,0,0,0,0,7,0,0,61f Light Rain,Patriots,2017.0,8.0,NE,New England,Patriots,61.0,Light Rain,Wet,9.1,9.633333333333333,12.84,7.0,7.2,0.0,0.0,6.0,0.0,0.0,0.0,0.0
26440,2017121100,00-0028237,NE,C.Hogan,WR,6.0,73.0,210.0,2017-12-12 01:30:00,14,Monday,2017,Regular,MIA,NE,27,20,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,56f Clear,Dolphins,2017.0,14.0,MIA,Miami,Dolphins,56.0,Clear,Good,8.5,6.666666666666668,10.38,5.666666666666668,7.4,0.0,0.0,7.0,0.0,0.0,0.0,0.0
26617,2017091011,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-09-10 20:25:00,1,Sunday,2017,Regular,SF,CAR,3,23,10.7,0,0,0,0,0,0,6,0,0,32,45,0,0,0,0,6,9,0,86f Clear,49ers,2017.0,1.0,SF,San Francisco,49ers,86.0,Clear,Good,0.0,,,,,,,0.0,0.0,0.0,,
26621,2017091712,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-09-17 20:25:00,2,Sunday,2017,Regular,SEA,SF,12,9,15.8,0,0,0,0,0,0,3,0,0,19,124,0,0,0,0,6,15,0,63f Drizzle,Seahawks,2017.0,2.0,SEA,Seattle,Seahawks,63.0,Drizzle,Wet,10.7,,,,,,,6.0,9.0,0.0,,
26625,2017092100,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-09-22 00:25:00,3,Thursday,2017,Regular,SF,LA,39,41,22.9,0,0,0,0,0,0,3,0,0,10,84,2,0,0,0,4,25,0,65f Clear,49ers,2017.0,3.0,SF,San Francisco,49ers,65.0,Clear,Good,15.8,,,,,,,6.0,15.0,0.0,,
26629,2017100109,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-10-01 20:05:00,4,Sunday,2017,Regular,ARI,SF,18,15,12.0,0,0,0,0,0,0,5,0,0,27,68,0,0,0,0,6,16,0,DOME,Cardinals,2017.0,4.0,ARI,Arizona,Cardinals,65.0,DOME,Good,22.9,16.466666666666665,,5.333333333333333,,16.333333333333332,,4.0,25.0,0.0,0.0,
26633,2017100803,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-10-08 17:00:00,5,Sunday,2017,Regular,IND,SF,26,23,2.3000000000000003,0,0,0,0,0,0,1,0,0,7,11,0,0,0,0,1,8,0,DOME,Colts,2017.0,5.0,IND,Indianapolis,Colts,65.0,DOME,Good,12.000000000000007,16.900000000000002,,5.333333333333333,,18.666666666666668,,6.0,16.0,0.0,0.0,
26637,2017101506,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,WAS,SF,26,24,22.0,0,0,0,0,0,0,5,0,0,47,28,2,0,0,0,6,13,0,69f Mostly Cloudy,Redskins,2017.0,6.0,WAS,Washington,Redskins,69.0,Mostly Cloudy,Good,2.3000000000000083,12.4,12.739999999999998,3.6666666666666665,4.6,16.333333333333332,14.6,1.0,8.0,0.0,0.0,0.0
26640,2017102209,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-10-22 20:05:00,7,Sunday,2017,Regular,SF,DAL,10,40,10.8,0,0,0,0,0,0,4,0,0,20,68,0,0,0,0,8,14,0,69f Clear,49ers,2017.0,7.0,SF,San Francisco,49ers,69.0,Clear,Good,22.00000000000001,12.1,14.999999999999995,4.333333333333333,4.6,12.333333333333336,15.4,6.0,13.0,0.0,0.0,0.0
26641,2017102906,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-10-29 17:00:00,8,Sunday,2017,Regular,PHI,SF,33,10,6.7,0,0,0,0,0,0,4,0,0,22,25,0,0,0,0,9,12,0,63f Possible Drizzle,Eagles,2017.0,8.0,PHI,Philadelphia,Eagles,63.0,Possible Drizzle,Wet,10.800000000000011,11.700000000000005,13.999999999999995,5.0,5.0,11.666666666666664,15.2,8.0,14.0,0.0,0.0,0.0
26643,2017110507,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-11-05 21:05:00,9,Sunday,2017,Regular,SF,ARI,10,20,17.0,0,0,0,0,0,0,9,0,0,84,41,0,0,0,0,11,12,0,57f Clear,49ers,2017.0,9.0,SF,San Francisco,49ers,57.0,Clear,Good,6.70000000000001,13.166666666666671,10.759999999999998,7.666666666666668,6.0,13.0,12.6,9.0,12.0,0.0,0.0,0.0
26646,2017111210,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-11-12 21:25:00,10,Sunday,2017,Regular,SF,NYG,31,21,11.4,0,0,0,0,0,0,2,0,0,6,98,0,0,0,0,3,17,0,63f Clear,49ers,2017.0,10.0,SF,San Francisco,49ers,63.0,Clear,Good,17.00000000000001,11.500000000000005,11.759999999999994,9.333333333333334,7.0,12.666666666666664,11.8,11.0,12.0,0.0,0.0,0.0
26651,2017112608,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-11-26 21:05:00,12,Sunday,2017,Regular,SF,SEA,13,24,10.3,0,0,0,0,0,0,7,0,0,21,47,0,0,0,0,13,16,0,63f Partly Cloudy,49ers,2017.0,12.0,SF,San Francisco,49ers,63.0,Partly Cloudy,Good,11.400000000000013,11.700000000000005,13.579999999999998,7.666666666666668,7.4,13.666666666666664,13.6,3.0,17.0,0.0,0.0,0.0
26654,2017120303,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,CHI,SF,14,15,8.100000000000001,0,0,0,0,0,0,3,0,0,12,54,0,0,0,0,5,17,0,50f Clear,Bears,2017.0,13.0,CHI,Chicago,Bears,50.0,Clear,Good,10.300000000000011,12.9,11.239999999999998,9.0,8.8,15.0,14.2,13.0,16.0,0.0,0.0,0.0
26657,2017121004,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-12-10 18:00:00,14,Sunday,2017,Regular,HOU,SF,16,26,13.8,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,1,14,0,57f Clear,Texans,2017.0,14.0,HOU,Houston,Texans,57.0,Clear,Good,8.100000000000014,9.933333333333335,10.699999999999998,7.0,8.2,16.666666666666668,14.8,5.0,17.0,0.0,0.0,0.0
26660,2017121710,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-12-17 21:25:00,15,Sunday,2017,Regular,SF,TEN,25,23,4.9,0,0,0,0,0,0,2,0,0,14,25,0,0,0,0,2,16,0,60f Clear,49ers,2017.0,15.0,SF,San Francisco,49ers,60.0,Clear,Good,13.800000000000011,10.733333333333336,12.119999999999996,6.333333333333332,6.6,15.666666666666664,15.2,1.0,14.0,0.0,0.0,0.0
26662,2017122409,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-12-24 21:05:00,16,Sunday,2017,Regular,SF,JAX,44,33,14.8,0,0,0,0,0,0,3,0,0,19,54,1,0,0,0,3,21,0,52f Partly Cloudy,49ers,2017.0,16.0,SF,San Francisco,49ers,52.0,Partly Cloudy,Good,4.900000000000009,8.933333333333335,9.699999999999998,2.6666666666666665,4.8,15.666666666666664,16.0,2.0,16.0,0.0,0.0,0.0
26663,2017123114,00-0031045,SF,C.Hyde,RB,5.0,71.0,229.0,2017-12-31 21:25:00,17,Sunday,2017,Regular,LA,SF,13,34,21.0,0,1,0,0,0,0,2,0,0,10,90,2,0,0,0,4,15,0,63f Clear,Rams,2017.0,17.0,LA,Los Angeles,Rams,63.0,Clear,Good,14.80000000000001,11.16666666666667,10.379999999999997,2.0,4.8,17.0,16.8,3.0,21.0,0.0,0.0,0.0
26783,2017101506,00-0033936,SF,C.J. Beathard,QB,2.0,74.0,215.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,WAS,SF,26,24,14.2,0,0,1,245,1,0,0,0,0,0,14,0,0,0,0,0,1,36,69f Mostly Cloudy,Redskins,2017.0,6.0,WAS,Washington,Redskins,69.0,Mostly Cloudy,Good,4.199999999999998,3.666666666666672,1.8000000000000012,0.3333333333333333,0.2,9.0,6.8,0.0,17.0,0.0,0.0,0.0
26784,2017102209,00-0033936,SF,C.J. Beathard,QB,2.0,74.0,215.0,2017-10-22 20:05:00,7,Sunday,2017,Regular,SF,DAL,10,40,14.4,0,2,0,235,0,0,0,0,0,0,30,1,0,0,0,0,5,38,69f Clear,49ers,2017.0,7.0,SF,San Francisco,49ers,69.0,Clear,Good,14.2,,,,,,,0.0,1.0,36.0,,
26785,2017102906,00-0033936,SF,C.J. Beathard,QB,2.0,74.0,215.0,2017-10-29 17:00:00,8,Sunday,2017,Regular,PHI,SF,33,10,12.68,0,0,2,167,1,0,0,0,0,0,40,0,0,0,0,0,6,36,63f Possible Drizzle,Eagles,2017.0,8.0,PHI,Philadelphia,Eagles,63.0,Possible Drizzle,Wet,14.4,,,,,,,0.0,5.0,38.0,,
26786,2017110507,00-0033936,SF,C.J. Beathard,QB,2.0,74.0,215.0,2017-11-05 21:05:00,9,Sunday,2017,Regular,SF,ARI,10,20,18.36,0,0,1,294,0,0,0,0,0,0,16,1,0,0,0,0,3,51,57f Clear,49ers,2017.0,9.0,SF,San Francisco,49ers,57.0,Clear,Good,12.68,13.76,,0.0,,4.0,,0.0,6.0,36.0,36.66666666666666,
26787,2017111210,00-0033936,SF,C.J. Beathard,QB,2.0,74.0,215.0,2017-11-12 21:25:00,10,Sunday,2017,Regular,SF,NYG,31,21,26.02,0,0,1,288,2,0,0,0,0,0,15,1,0,0,0,0,5,25,63f Clear,49ers,2017.0,10.0,SF,San Francisco,49ers,63.0,Clear,Good,18.36,15.146666666666668,,0.0,,4.666666666666667,,0.0,3.0,51.0,41.66666666666666,
26788,2017112608,00-0033936,SF,C.J. Beathard,QB,2.0,74.0,215.0,2017-11-26 21:05:00,12,Sunday,2017,Regular,SF,SEA,13,24,9.14,0,0,1,201,0,0,0,0,0,0,21,0,0,0,0,0,6,38,63f Partly Cloudy,49ers,2017.0,12.0,SF,San Francisco,49ers,63.0,Partly Cloudy,Good,26.02,19.02,17.131999999999998,0.0,0.0,4.666666666666667,4.0,0.0,5.0,25.0,37.333333333333336,37.2
27858,2017091706,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,PIT,MIN,26,9,6.68,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,37,78f Clear,Steelers,2017.0,2.0,PIT,Pittsburgh,Steelers,78.0,Clear,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27860,2017092406,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,MIN,TB,34,17,28.56,0,0,0,369,3,0,0,0,0,0,18,0,0,0,0,0,6,33,DOME,Vikings,2017.0,3.0,MIN,Minnesota,Vikings,65.0,DOME,Good,6.68,,,,,,,0.0,0.0,37.0,,
27862,2017100106,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-10-01 17:00:00,4,Sunday,2017,Regular,MIN,DET,7,14,8.76,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,30,DOME,Vikings,2017.0,4.0,MIN,Minnesota,Vikings,65.0,DOME,Good,28.559999999999995,,,,,,,0.0,6.0,33.0,,
27864,2017100900,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-10-10 00:30:00,5,Monday,2017,Regular,CHI,MIN,17,20,11.8,0,0,0,140,1,0,0,0,0,0,22,0,0,0,0,0,1,21,64f Clear,Bears,2017.0,5.0,CHI,Chicago,Bears,64.0,Clear,Good,8.759999999999994,14.666666666666664,,0.0,,2.0,,0.0,0.0,30.0,33.333333333333336,
27866,2017101503,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,MIN,GB,23,10,14.06,0,0,1,239,1,0,0,0,0,0,15,0,0,0,0,0,2,38,DOME,Vikings,2017.0,6.0,MIN,Minnesota,Vikings,65.0,DOME,Good,11.799999999999995,16.37333333333333,,0.0,,2.333333333333333,,0.0,1.0,21.0,28.0,
27869,2017102207,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-10-22 17:00:00,7,Sunday,2017,Regular,MIN,BAL,24,16,7.420000000000001,0,0,1,188,0,0,0,0,0,0,9,0,0,0,0,0,1,31,DOME,Vikings,2017.0,7.0,MIN,Minnesota,Vikings,65.0,DOME,Good,14.059999999999995,11.54,13.972000000000001,0.0,0.0,1.0,1.8,0.0,2.0,38.0,29.66666666666667,31.8
27870,2017102900,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-10-30 01:30:00,8,Sunday,2017,Regular,CLE,MIN,16,33,18.52,0,0,1,288,2,0,0,0,0,0,0,0,0,0,0,0,0,43,54f Clear,Browns,2017.0,8.0,CLE,Cleveland,Browns,54.0,Clear,Good,7.419999999999996,11.093333333333335,14.12,0.0,0.0,1.3333333333333333,2.0,0.0,1.0,31.0,30.0,30.6
27875,2017111207,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-11-12 18:00:00,10,Sunday,2017,Regular,WAS,MIN,30,38,26.06,0,0,2,304,4,0,0,0,0,0,-1,0,0,0,0,0,3,30,43f Clear,Redskins,2017.0,10.0,WAS,Washington,Redskins,43.0,Clear,Good,18.52,13.333333333333336,12.111999999999998,0.0,0.0,1.0,0.8,0.0,0.0,43.0,37.333333333333336,32.6
27878,2017111904,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-11-19 18:00:00,11,Sunday,2017,Regular,MIN,LA,24,7,17.200000000000006,0,0,0,280,1,0,0,0,0,0,20,0,0,0,0,0,3,38,DOME,Vikings,2017.0,11.0,MIN,Minnesota,Vikings,65.0,DOME,Good,26.06,17.33333333333334,15.571999999999996,0.0,0.0,1.3333333333333333,1.4,0.0,3.0,30.0,34.666666666666664,32.6
27880,2017112300,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-11-23 17:30:00,12,Thursday,2017,Regular,DET,MIN,23,30,27.28,0,0,0,282,2,0,0,0,0,0,20,1,0,0,0,0,7,30,DOME,Lions,2017.0,12.0,DET,Detroit,Lions,65.0,DOME,Good,17.200000000000006,20.593333333333334,16.651999999999994,0.0,0.0,2.0,1.8,0.0,3.0,38.0,37.0,36.0
27882,2017120300,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,ATL,MIN,9,14,16.979999999999997,0,0,0,227,2,0,0,0,0,0,-1,0,0,0,0,0,4,30,DOME,Falcons,2017.0,13.0,ATL,Atlanta,Falcons,65.0,DOME,Good,27.28,23.51333333333334,19.296,0.0,0.0,4.333333333333333,2.8,0.0,7.0,30.0,32.666666666666664,34.4
27885,2017121001,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-12-10 18:00:00,14,Sunday,2017,Regular,CAR,MIN,31,24,21.200000000000006,0,1,2,280,2,1,0,0,0,0,40,0,0,0,0,0,5,44,39f Clear,Panthers,2017.0,14.0,CAR,Carolina,Panthers,39.0,Clear,Good,16.979999999999997,20.486666666666668,21.207999999999995,0.0,0.0,4.666666666666667,3.4,0.0,4.0,30.0,32.666666666666664,34.2
27889,2017121704,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-12-17 18:00:00,15,Sunday,2017,Regular,MIN,CIN,34,7,19.44,0,0,0,236,2,0,0,0,0,0,20,0,0,0,0,0,1,23,DOME,Vikings,2017.0,15.0,MIN,Minnesota,Vikings,65.0,DOME,Good,21.200000000000006,21.820000000000004,21.744,0.0,0.0,5.333333333333333,4.4,0.0,5.0,44.0,34.666666666666664,34.4
27892,2017122301,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-12-24 01:30:00,16,Saturday,2017,Regular,GB,MIN,0,16,9.36,0,0,0,139,1,0,0,0,0,0,-2,0,0,0,0,0,4,25,9f Clear,Packers,2017.0,16.0,GB,Green Bay,Packers,9.0,Clear,Good,19.44,19.206666666666667,20.419999999999995,0.0,0.0,3.333333333333333,4.0,0.0,1.0,23.0,32.333333333333336,33.0
27895,2017123105,00-0028986,MIN,C.Keenum,QB,6.0,73.0,215.0,2017-12-31 18:00:00,17,Sunday,2017,Regular,MIN,CHI,23,10,11.56,0,0,0,189,1,0,0,0,0,0,0,0,0,0,0,0,3,29,DOME,Vikings,2017.0,17.0,MIN,Minnesota,Vikings,65.0,DOME,Good,9.36,16.666666666666668,18.851999999999997,0.0,0.0,3.333333333333333,4.2,0.0,4.0,25.0,30.66666666666667,30.4
29616,2017091011,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2017-09-10 20:25:00,1,Sunday,2017,Regular,SF,CAR,3,23,14.14,0,0,1,171,2,0,0,0,0,0,3,0,0,0,0,0,6,25,86f Clear,49ers,2017.0,1.0,SF,San Francisco,49ers,86.0,Clear,Good,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
29623,2017091701,00-0027939,CAR,C.Newton,QB,8.0,77.0,245.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,CAR,BUF,9,3,11.82,0,0,0,228,0,0,0,0,0,0,27,0,0,0,0,0,5,32,81f Partly Cloudy,Panthers,2017.0,2.0,CAR,Carolina,Panthers,81.0,Partly Cloudy,Good,14.14,,,,,,,0.0,6.0,25.0,,
